  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Umbral      Jan 26 2023 18:08:15.656277750   Jan 26 2023 18:43:52.628934000      35.616210938
Earth Penumbral   Jan 26 2023 19:40:24.503934000   Jan 26 2023 20:16:18.000027750      35.891601563
Earth Umbral      Jan 26 2023 19:40:33.205105875   Jan 26 2023 20:16:09.210965250      35.600097656
Earth Penumbral   Jan 26 2023 21:12:42.052762125   Jan 26 2023 21:48:34.582059000      35.875488281
Earth Umbral      Jan 26 2023 21:12:50.753934000   Jan 26 2023 21:48:25.792996500      35.583984375
Earth Penumbral   Jan 26 2023 22:44:59.513699625   Jan 26 2023 23:20:51.076199625      35.859375000
Earth Umbral      Jan 26 2023 22:45:08.302762125   Jan 26 2023 23:20:42.375027750      35.567871094
Earth Penumbral   Jan 27 2023 00:17:16.974637125   Jan 27 2023 00:53:07.570340250      35.843261719
Earth Umbral      Jan 27 2023 00:17:25.763699625   Jan 27 2023 00:52:58.781277750      35.550292969
Earth Penumbral   Jan 27 2023 01:49:34.435574625   Jan 27 2023 02:25:23.976590250      35.825683594
Earth Umbral      Jan 27 2023 01:49:43.224637125   Jan 27 2023 02:25:15.187527750      35.532714844
Earth Penumbral   Jan 27 2023 03:21:51.808621500   Jan 27 2023 03:57:40.382840250      35.809570313
Earth Umbral      Jan 27 2023 03:22:00.597684000   Jan 27 2023 03:57:31.593777750      35.516601563
Earth Penumbral   Jan 27 2023 04:54:09.269559000   Jan 27 2023 05:29:56.789090250      35.791992188
Earth Umbral      Jan 27 2023 04:54:18.058621500   Jan 27 2023 05:29:47.912137125      35.497558594
Earth Penumbral   Jan 27 2023 06:26:26.730496500   Jan 27 2023 07:02:13.195340250      35.774414063
Earth Umbral      Jan 27 2023 06:26:35.519559000   Jan 27 2023 07:02:04.318387125      35.479980469
Earth Penumbral   Jan 27 2023 07:58:44.279324625   Jan 27 2023 08:34:29.689480875      35.756835938
Earth Umbral      Jan 27 2023 07:58:53.068387125   Jan 27 2023 08:34:20.812527750      35.462402344
Earth Penumbral   Jan 27 2023 09:31:01.740262125   Jan 27 2023 10:06:46.095730875      35.739257813
Earth Umbral      Jan 27 2023 09:31:10.617215250   Jan 27 2023 10:06:37.130887125      35.441894531
Earth Penumbral   Jan 27 2023 11:03:19.201199625   Jan 27 2023 11:39:02.414090250      35.720214844
Earth Umbral      Jan 27 2023 11:03:28.078152750   Jan 27 2023 11:38:53.537137125      35.424316406
Earth Penumbral   Jan 27 2023 12:35:36.662137125   Jan 27 2023 13:11:18.644559000      35.699707031
Earth Umbral      Jan 27 2023 12:35:45.539090250   Jan 27 2023 13:11:09.767605875      35.403808594
Earth Penumbral   Jan 27 2023 14:07:54.035184000   Jan 27 2023 14:43:34.875027750      35.680664063
Earth Umbral      Jan 27 2023 14:08:03.000027750   Jan 27 2023 14:43:25.910184000      35.381835938
Earth Penumbral   Jan 27 2023 15:40:11.496121500   Jan 27 2023 16:15:51.105496500      35.660156250
Earth Umbral      Jan 27 2023 15:40:20.460965250   Jan 27 2023 16:15:42.140652750      35.361328125
Earth Penumbral   Jan 27 2023 17:12:28.957059000   Jan 27 2023 17:48:07.335965250      35.639648438
Earth Umbral      Jan 27 2023 17:12:37.921902750   Jan 27 2023 17:47:58.283230875      35.339355469
Earth Penumbral   Jan 27 2023 18:44:46.505887125   Jan 27 2023 19:20:23.566434000      35.617675781
Earth Umbral      Jan 27 2023 18:44:55.470730875   Jan 27 2023 19:20:14.513699625      35.317382813
Earth Penumbral   Jan 27 2023 20:17:03.966824625   Jan 27 2023 20:52:39.709012125      35.595703125
Earth Umbral      Jan 27 2023 20:17:13.019559000   Jan 27 2023 20:52:30.744168375      35.295410156
Earth Penumbral   Jan 27 2023 21:49:21.427762125   Jan 27 2023 22:24:55.939480875      35.575195313
Earth Umbral      Jan 27 2023 21:49:30.480496500   Jan 27 2023 22:24:46.886746500      35.273437500
Earth Penumbral   Jan 27 2023 23:21:38.800809000   Jan 27 2023 23:57:11.994168375      35.553222656
Earth Umbral      Jan 27 2023 23:21:47.853543375   Jan 27 2023 23:57:02.941434000      35.251464844
Earth Umbral      Jan 28 2023 00:54:05.314480875   Jan 28 2023 01:29:18.996121500      35.228027344
Earth Penumbral   Jan 28 2023 00:53:56.173855875   Jan 28 2023 01:29:28.048855875      35.531250000
Earth Penumbral   Jan 28 2023 02:26:13.546902750   Jan 28 2023 03:01:44.015652750      35.507812500
Earth Umbral      Jan 28 2023 02:26:22.687527750   Jan 28 2023 03:01:34.962918375      35.204589844
Earth Umbral      Jan 28 2023 03:58:40.060574625   Jan 28 2023 04:33:50.929715250      35.181152344
Earth Penumbral   Jan 28 2023 03:58:30.919949625   Jan 28 2023 04:34:00.070340250      35.485839844
Earth Penumbral   Jan 28 2023 05:30:48.380887125   Jan 28 2023 06:06:16.037137125      35.460937500
Earth Umbral      Jan 28 2023 05:30:57.521512125   Jan 28 2023 06:06:06.896512125      35.156250000
Earth Umbral      Jan 28 2023 07:03:15.070340250   Jan 28 2023 07:38:22.951199625      35.131347656
Earth Penumbral   Jan 28 2023 07:03:05.841824625   Jan 28 2023 07:38:32.179715250      35.438964844
Earth Penumbral   Jan 28 2023 08:35:23.390652750   Jan 28 2023 09:10:48.146512125      35.412597656
Earth Umbral      Jan 28 2023 08:35:32.531277750   Jan 28 2023 09:10:39.005887125      35.107910156
Earth Umbral      Jan 28 2023 10:07:50.080105875   Jan 28 2023 10:42:54.972684000      35.081542969
Earth Penumbral   Jan 28 2023 10:07:40.851590250   Jan 28 2023 10:43:04.201199625      35.389160156
Earth Penumbral   Jan 28 2023 11:39:58.224637125   Jan 28 2023 12:15:20.080105875      35.364257813
Earth Umbral      Jan 28 2023 11:40:07.453152750   Jan 28 2023 12:15:10.851590250      35.056640625
Earth Umbral      Jan 28 2023 13:12:24.914090250   Jan 28 2023 13:47:26.642605875      35.028808594
Earth Penumbral   Jan 28 2023 13:12:15.685574625   Jan 28 2023 13:47:35.959012125      35.337890625
Earth Penumbral   Jan 28 2023 14:44:33.058621500   Jan 28 2023 15:19:51.750027750      35.311523438
Earth Umbral      Jan 28 2023 14:44:42.375027750   Jan 28 2023 15:19:42.433621500      35.000976563
Earth Penumbral   Jan 28 2023 16:16:50.519559000   Jan 28 2023 16:52:07.628934000      35.285156250
Earth Umbral      Jan 28 2023 16:16:59.835965250   Jan 28 2023 16:51:58.224637125      34.973144531
Earth Penumbral   Jan 28 2023 17:49:08.068387125   Jan 28 2023 18:24:23.419949625      35.255859375
Earth Umbral      Jan 28 2023 17:49:17.384793375   Jan 28 2023 18:24:14.103543375      34.945312500
Earth Penumbral   Jan 28 2023 19:21:25.617215250   Jan 28 2023 19:56:39.298855875      35.228027344
Earth Umbral      Jan 28 2023 19:21:34.933621500   Jan 28 2023 19:56:29.894559000      34.916015625
Earth Penumbral   Jan 28 2023 20:53:43.078152750   Jan 28 2023 21:28:55.089871500      35.200195313
Earth Umbral      Jan 28 2023 20:53:52.394559000   Jan 28 2023 21:28:45.685574625      34.888183594
Earth Penumbral   Jan 28 2023 22:26:00.539090250   Jan 28 2023 23:01:10.880887125      35.172363281
Earth Umbral      Jan 28 2023 22:26:09.855496500   Jan 28 2023 23:01:01.388699625      34.858886719
Earth Penumbral   Jan 28 2023 23:58:17.912137125   Jan 29 2023 00:33:26.584012125      35.144531250
Earth Umbral      Jan 28 2023 23:58:27.316434000   Jan 29 2023 00:33:17.091824625      34.829589844
Earth Penumbral   Jan 29 2023 01:30:35.285184000   Jan 29 2023 02:05:42.199246500      35.115234375
Earth Umbral      Jan 29 2023 01:30:44.777371500   Jan 29 2023 02:05:32.707059000      34.798828125
Earth Penumbral   Jan 29 2023 03:02:52.746121500   Jan 29 2023 03:37:57.814480875      35.084472656
Earth Umbral      Jan 29 2023 03:03:02.238309000   Jan 29 2023 03:37:48.322293375      34.768066406
Earth Penumbral   Jan 29 2023 04:35:10.207059000   Jan 29 2023 05:10:13.517605875      35.055175781
Earth Umbral      Jan 29 2023 04:35:19.699246500   Jan 29 2023 05:10:03.937527750      34.737304688
Earth Penumbral   Jan 29 2023 06:07:27.755887125   Jan 29 2023 06:42:29.220730875      35.024414063
Earth Umbral      Jan 29 2023 06:07:37.248074625   Jan 29 2023 06:42:19.640652750      34.706542969
Earth Penumbral   Jan 29 2023 07:39:45.304715250   Jan 29 2023 08:14:44.923855875      34.993652344
Earth Umbral      Jan 29 2023 07:39:54.884793375   Jan 29 2023 08:14:35.255887125      34.672851563
Earth Penumbral   Jan 29 2023 09:12:02.853543375   Jan 29 2023 09:47:00.539090250      34.961425781
Earth Umbral      Jan 29 2023 09:12:12.433621500   Jan 29 2023 09:46:50.959012125      34.642089844
Earth Penumbral   Jan 29 2023 10:44:20.402371500   Jan 29 2023 11:19:16.154324625      34.929199219
Earth Umbral      Jan 29 2023 10:44:29.982449625   Jan 29 2023 11:19:06.486355875      34.608398438
Earth Penumbral   Jan 29 2023 12:16:37.863309000   Jan 29 2023 12:51:31.681668375      34.896972656
Earth Umbral      Jan 29 2023 12:16:47.531277750   Jan 29 2023 12:51:21.925809000      34.573242188
Earth Penumbral   Jan 29 2023 13:48:55.324246500   Jan 29 2023 14:23:47.121121500      34.863281250
Earth Umbral      Jan 29 2023 13:49:04.992215250   Jan 29 2023 14:23:37.365262125      34.539550781
Earth Penumbral   Jan 29 2023 15:21:12.873074625   Jan 29 2023 15:56:02.648465250      34.829589844
Earth Umbral      Jan 29 2023 15:21:22.628934000   Jan 29 2023 15:55:52.892605875      34.504394531
Earth Penumbral   Jan 29 2023 16:53:30.509793375   Jan 29 2023 17:28:18.087918375      34.792968750
Earth Umbral      Jan 29 2023 16:53:40.265652750   Jan 29 2023 17:28:08.332059000      34.467773438
Earth Penumbral   Jan 29 2023 18:25:48.146512125   Jan 29 2023 19:00:33.615262125      34.757812500
Earth Umbral      Jan 29 2023 18:25:57.902371500   Jan 29 2023 19:00:23.771512125      34.431152344
Earth Penumbral   Jan 29 2023 19:58:05.695340250   Jan 29 2023 20:32:49.142605875      34.724121094
Earth Umbral      Jan 29 2023 19:58:15.539090250   Jan 29 2023 20:32:39.298855875      34.395996094
Earth Penumbral   Jan 29 2023 21:30:23.332059000   Jan 29 2023 22:05:04.582059000      34.687500000
Earth Umbral      Jan 29 2023 21:30:33.175809000   Jan 29 2023 22:04:54.650418375      34.357910156
Earth Penumbral   Jan 29 2023 23:02:40.880887125   Jan 29 2023 23:37:19.933621500      34.650878906
Earth Umbral      Jan 29 2023 23:02:50.812527750   Jan 29 2023 23:37:10.001980875      34.319824219
Earth Penumbral   Jan 30 2023 00:34:58.429715250   Jan 30 2023 01:09:35.285184000      34.614257813
Earth Umbral      Jan 30 2023 00:35:08.361355875   Jan 30 2023 01:09:25.265652750      34.281738281
Earth Penumbral   Jan 30 2023 02:07:15.978543375   Jan 30 2023 02:41:50.548855875      34.576171875
Earth Umbral      Jan 30 2023 02:07:25.910184000   Jan 30 2023 02:41:40.529324625      34.243652344
Earth Penumbral   Jan 30 2023 03:39:33.527371500   Jan 30 2023 04:14:05.900418375      34.539550781
Earth Umbral      Jan 30 2023 03:39:43.546902750   Jan 30 2023 04:13:55.880887125      34.205566406
Earth Penumbral   Jan 30 2023 05:11:51.251980875   Jan 30 2023 05:46:21.251980875      34.500000000
Earth Umbral      Jan 30 2023 05:12:01.271512125   Jan 30 2023 05:46:11.144559000      34.164550781
Earth Penumbral   Jan 30 2023 06:44:08.976590250   Jan 30 2023 07:18:36.603543375      34.460449219
Earth Umbral      Jan 30 2023 06:44:19.084012125   Jan 30 2023 07:18:26.496121500      34.123535156
Earth Penumbral   Jan 30 2023 08:16:26.789090250   Jan 30 2023 08:50:51.955105875      34.419433594
Earth Umbral      Jan 30 2023 08:16:36.896512125   Jan 30 2023 08:50:41.847684000      34.082519531
Earth Penumbral   Jan 30 2023 09:48:44.513699625   Jan 30 2023 10:23:07.306668375      34.379882813
Earth Umbral      Jan 30 2023 09:48:54.621121500   Jan 30 2023 10:22:57.111355875      34.041503906
Earth Penumbral   Jan 30 2023 11:21:02.150418375   Jan 30 2023 11:55:22.482449625      34.338867188
Earth Umbral      Jan 30 2023 11:21:12.345730875   Jan 30 2023 11:55:12.287137125      33.999023438
Earth Penumbral   Jan 30 2023 12:53:19.787137125   Jan 30 2023 13:27:37.658230875      34.297851563
Earth Umbral      Jan 30 2023 12:53:30.070340250   Jan 30 2023 13:27:27.375027750      33.955078125
Earth Penumbral   Jan 30 2023 14:25:37.599637125   Jan 30 2023 14:59:52.834012125      34.253906250
Earth Umbral      Jan 30 2023 14:25:47.882840250   Jan 30 2023 14:59:42.550809000      33.911132813
Earth Penumbral   Jan 30 2023 15:57:55.412137125   Jan 30 2023 16:32:08.009793375      34.209960938
Earth Umbral      Jan 30 2023 15:58:05.695340250   Jan 30 2023 16:31:57.638699625      33.865722656
Earth Penumbral   Jan 30 2023 17:30:13.224637125   Jan 30 2023 18:04:23.185574625      34.166015625
Earth Umbral      Jan 30 2023 17:30:23.595730875   Jan 30 2023 18:04:12.814480875      33.820312500
Earth Penumbral   Jan 30 2023 19:02:31.125027750   Jan 30 2023 19:36:38.449246500      34.122070313
Earth Umbral      Jan 30 2023 19:02:41.496121500   Jan 30 2023 19:36:27.990262125      33.774902344
Earth Penumbral   Jan 30 2023 20:34:48.937527750   Jan 30 2023 21:08:53.537137125      34.076660156
Earth Umbral      Jan 30 2023 20:34:59.396512125   Jan 30 2023 21:08:43.078152750      33.728027344
Earth Penumbral   Jan 30 2023 22:07:06.750027750   Jan 30 2023 22:41:08.625027750      34.031250000
Earth Umbral      Jan 30 2023 22:07:17.296902750   Jan 30 2023 22:40:58.078152750      33.679687500
Earth Penumbral   Jan 30 2023 23:39:24.562527750   Jan 31 2023 00:13:23.712918375      33.985839844
Earth Umbral      Jan 30 2023 23:39:35.109402750   Jan 31 2023 00:13:13.078152750      33.632812500
Earth Penumbral   Jan 31 2023 01:11:42.375027750   Jan 31 2023 01:45:38.712918375      33.938964844
Earth Umbral      Jan 31 2023 01:11:53.009793375   Jan 31 2023 01:45:28.078152750      33.584472656
Earth Penumbral   Jan 31 2023 02:44:00.275418375   Jan 31 2023 03:17:53.712918375      33.890625000
Earth Umbral      Jan 31 2023 02:44:10.910184000   Jan 31 2023 03:17:43.078152750      33.536132813
Earth Penumbral   Jan 31 2023 04:16:18.263699625   Jan 31 2023 04:50:08.800809000      33.842285156
Earth Umbral      Jan 31 2023 04:16:28.986355875   Jan 31 2023 04:49:58.078152750      33.484863281
Earth Penumbral   Jan 31 2023 05:48:36.339871500   Jan 31 2023 06:22:23.888699625      33.792480469
Earth Umbral      Jan 31 2023 05:48:47.062527750   Jan 31 2023 06:22:13.078152750      33.433593750
Earth Penumbral   Jan 31 2023 07:20:54.416043375   Jan 31 2023 07:54:38.976590250      33.742675781
Earth Umbral      Jan 31 2023 07:21:05.226590250   Jan 31 2023 07:54:28.166043375      33.382324219
Earth Penumbral   Jan 31 2023 08:53:12.404324625   Jan 31 2023 09:26:53.976590250      33.692871094
Earth Umbral      Jan 31 2023 08:53:23.302762125   Jan 31 2023 09:26:43.166043375      33.331054688
Earth Penumbral   Jan 31 2023 10:25:30.480496500   Jan 31 2023 10:59:08.976590250      33.641601563
Earth Umbral      Jan 31 2023 10:25:41.378934000   Jan 31 2023 10:58:58.078152750      33.278320313
Earth Penumbral   Jan 31 2023 11:57:48.468777750   Jan 31 2023 12:31:23.888699625      33.590332031
Earth Umbral      Jan 31 2023 11:57:59.455105875   Jan 31 2023 12:31:12.902371500      33.224121094
Earth Penumbral   Jan 31 2023 13:30:06.544949625   Jan 31 2023 14:03:38.800809000      33.537597656
Earth Umbral      Jan 31 2023 13:30:17.531277750   Jan 31 2023 14:03:27.726590250      33.169921875
Earth Penumbral   Jan 31 2023 15:02:24.709012125   Jan 31 2023 15:35:53.625027750      33.481933594
Earth Umbral      Jan 31 2023 15:02:35.783230875   Jan 31 2023 15:35:42.550809000      33.112792969
Earth Penumbral   Jan 31 2023 16:34:42.960965250   Jan 31 2023 17:08:08.625027750      33.427734375
Earth Umbral      Jan 31 2023 16:34:54.123074625   Jan 31 2023 17:07:57.462918375      33.055664063
Earth Penumbral   Jan 31 2023 18:07:01.212918375   Jan 31 2023 18:40:23.537137125      33.372070313
Earth Umbral      Jan 31 2023 18:07:12.375027750   Jan 31 2023 18:40:12.287137125      32.998535156
Earth Penumbral   Jan 31 2023 19:39:19.464871500   Jan 31 2023 20:12:38.361355875      33.314941406
Earth Umbral      Jan 31 2023 19:39:30.714871500   Jan 31 2023 20:12:27.111355875      32.939941406
Earth Penumbral   Jan 31 2023 21:11:37.716824625   Jan 31 2023 21:44:53.273465250      33.259277344
Earth Umbral      Jan 31 2023 21:11:48.966824625   Jan 31 2023 21:44:41.935574625      32.882812500
Earth Penumbral   Jan 31 2023 22:43:55.968777750   Jan 31 2023 23:17:08.097684000      33.202148438
Earth Umbral      Jan 31 2023 22:44:07.306668375   Jan 31 2023 23:16:56.671902750      32.822753906
Earth Penumbral   Feb 01 2023 00:16:14.220730875   Feb 01 2023 00:49:22.834012125      33.143554688
Earth Umbral      Feb 01 2023 00:16:25.646512125   Feb 01 2023 00:49:11.408230875      32.762695313
Earth Penumbral   Feb 01 2023 01:48:32.560574625   Feb 01 2023 02:21:37.570340250      33.083496094
Earth Umbral      Feb 01 2023 01:48:43.986355875   Feb 01 2023 02:21:26.056668375      32.701171875
Earth Penumbral   Feb 01 2023 03:20:50.988309000   Feb 01 2023 03:53:52.394559000      33.023437500
Earth Umbral      Feb 01 2023 03:21:02.501980875   Feb 01 2023 03:53:40.792996500      32.638183594
Earth Penumbral   Feb 01 2023 04:53:09.503934000   Feb 01 2023 05:26:07.218777750      32.961914063
Earth Umbral      Feb 01 2023 04:53:21.105496500   Feb 01 2023 05:25:55.617215250      32.575195313
Earth Penumbral   Feb 01 2023 06:25:28.107449625   Feb 01 2023 06:58:22.042996500      32.898925781
Earth Umbral      Feb 01 2023 06:25:39.709012125   Feb 01 2023 06:58:10.441434000      32.512207031
Earth Penumbral   Feb 01 2023 07:57:46.710965250   Feb 01 2023 08:30:36.867215250      32.835937500
Earth Umbral      Feb 01 2023 07:57:58.400418375   Feb 01 2023 08:30:25.177762125      32.446289063
Earth Penumbral   Feb 01 2023 09:30:05.226590250   Feb 01 2023 10:02:51.603543375      32.772949219
Earth Umbral      Feb 01 2023 09:30:17.003934000   Feb 01 2023 10:02:39.826199625      32.380371094
Earth Penumbral   Feb 01 2023 11:02:23.742215250   Feb 01 2023 11:35:06.339871500      32.709960938
Earth Umbral      Feb 01 2023 11:02:35.607449625   Feb 01 2023 11:34:54.474637125      32.314453125
Earth Penumbral   Feb 01 2023 12:34:42.345730875   Feb 01 2023 13:07:20.988309000      32.644042969
Earth Umbral      Feb 01 2023 12:34:54.298855875   Feb 01 2023 13:07:09.035184000      32.245605469
Earth Penumbral   Feb 01 2023 14:07:01.125027750   Feb 01 2023 14:39:35.636746500      32.575195313
Earth Umbral      Feb 01 2023 14:07:13.078152750   Feb 01 2023 14:39:23.683621500      32.176757813
Earth Penumbral   Feb 01 2023 15:39:19.904324625   Feb 01 2023 16:11:50.373074625      32.507812500
Earth Umbral      Feb 01 2023 15:39:31.945340250   Feb 01 2023 16:11:38.244168375      32.104980469
Earth Penumbral   Feb 01 2023 17:11:38.771512125   Feb 01 2023 17:44:05.109402750      32.438964844
Earth Umbral      Feb 01 2023 17:11:50.900418375   Feb 01 2023 17:43:52.892605875      32.033203125
Earth Penumbral   Feb 01 2023 18:43:57.638699625   Feb 01 2023 19:16:19.757840250      32.368652344
Earth Umbral      Feb 01 2023 18:44:09.767605875   Feb 01 2023 19:16:07.541043375      31.962890625
Earth Penumbral   Feb 01 2023 20:16:16.417996500   Feb 01 2023 20:48:34.406277750      32.299804688
Earth Umbral      Feb 01 2023 20:16:28.722684000   Feb 01 2023 20:48:22.101590250      31.889648438
Earth Penumbral   Feb 01 2023 21:48:35.373074625   Feb 01 2023 22:20:49.054715250      32.228027344
Earth Umbral      Feb 01 2023 21:48:47.677762125   Feb 01 2023 22:20:36.662137125      31.816406250
Earth Penumbral   Feb 01 2023 23:20:54.328152750   Feb 01 2023 23:53:03.615262125      32.154785156
Earth Umbral      Feb 01 2023 23:21:06.720730875   Feb 01 2023 23:52:51.134793375      31.740234375
Earth Penumbral   Feb 02 2023 00:53:13.283230875   Feb 02 2023 01:25:18.175809000      32.081542969
Earth Umbral      Feb 02 2023 00:53:25.763699625   Feb 02 2023 01:25:05.607449625      31.664062500
Earth Penumbral   Feb 02 2023 02:25:32.326199625   Feb 02 2023 02:57:32.736355875      32.006835938
Earth Umbral      Feb 02 2023 02:25:44.894559000   Feb 02 2023 02:57:20.167996500      31.587890625
Earth Penumbral   Feb 02 2023 03:57:51.544949625   Feb 02 2023 04:29:47.384793375      31.930664063
Earth Umbral      Feb 02 2023 03:58:04.201199625   Feb 02 2023 04:29:34.728543375      31.508789063
Earth Penumbral   Feb 02 2023 05:30:10.851590250   Feb 02 2023 06:02:02.033230875      31.853027344
Earth Umbral      Feb 02 2023 05:30:23.595730875   Feb 02 2023 06:01:49.289090250      31.428222656
Earth Penumbral   Feb 02 2023 07:02:30.246121500   Feb 02 2023 07:34:16.769559000      31.775390625
Earth Umbral      Feb 02 2023 07:02:43.078152750   Feb 02 2023 07:34:03.849637125      31.346191406
Earth Penumbral   Feb 02 2023 08:34:49.552762125   Feb 02 2023 09:06:31.330105875      31.696289063
Earth Umbral      Feb 02 2023 08:35:02.472684000   Feb 02 2023 09:06:18.410184000      31.265625000
Earth Penumbral   Feb 02 2023 10:07:08.859402750   Feb 02 2023 10:38:45.890652750      31.617187500
Earth Umbral      Feb 02 2023 10:07:21.867215250   Feb 02 2023 10:38:32.794949625      31.182128906
Earth Penumbral   Feb 02 2023 11:39:28.253934000   Feb 02 2023 12:11:00.363309000      31.535156250
Earth Umbral      Feb 02 2023 11:39:41.349637125   Feb 02 2023 12:10:47.267605875      31.098632813
Earth Penumbral   Feb 02 2023 13:11:47.736355875   Feb 02 2023 13:43:14.835965250      31.451660156
Earth Umbral      Feb 02 2023 13:12:00.919949625   Feb 02 2023 13:43:01.652371500      31.012207031
Earth Penumbral   Feb 02 2023 14:44:07.306668375   Feb 02 2023 15:15:29.396512125      31.368164063
Earth Umbral      Feb 02 2023 14:44:20.578152750   Feb 02 2023 15:15:16.125027750      30.925781250
Earth Penumbral   Feb 02 2023 16:16:27.052762125   Feb 02 2023 16:47:43.957059000      31.281738281
Earth Umbral      Feb 02 2023 16:16:40.412137125   Feb 02 2023 16:47:30.597684000      30.836425781
Earth Penumbral   Feb 02 2023 17:48:46.798855875   Feb 02 2023 18:19:58.517605875      31.195312500
Earth Umbral      Feb 02 2023 17:49:00.246121500   Feb 02 2023 18:19:45.070340250      30.747070313
Earth Penumbral   Feb 02 2023 19:21:06.457059000   Feb 02 2023 19:52:13.078152750      31.110351563
Earth Umbral      Feb 02 2023 19:21:20.080105875   Feb 02 2023 19:51:59.455105875      30.656250000
Earth Penumbral   Feb 02 2023 20:53:26.291043375   Feb 02 2023 21:24:27.550809000      31.020996094
Earth Umbral      Feb 02 2023 20:53:39.914090250   Feb 02 2023 21:24:13.839871500      30.565429688
Earth Penumbral   Feb 02 2023 22:25:46.125027750   Feb 02 2023 22:56:42.023465250      30.931640625
Earth Umbral      Feb 02 2023 22:25:59.923855875   Feb 02 2023 22:56:28.224637125      30.471679688
Earth Penumbral   Feb 02 2023 23:58:06.046902750   Feb 03 2023 00:28:56.408230875      30.839355469
Earth Umbral      Feb 02 2023 23:58:19.933621500   Feb 03 2023 00:28:42.521512125      30.376464844
Earth Umbral      Feb 03 2023 01:30:40.031277750   Feb 03 2023 02:00:56.906277750      30.281250000
Earth Penumbral   Feb 03 2023 01:30:26.056668375   Feb 03 2023 02:01:10.880887125      30.747070313
Earth Penumbral   Feb 03 2023 03:02:46.242215250   Feb 03 2023 03:33:25.441434000      30.653320313
Earth Umbral      Feb 03 2023 03:03:00.304715250   Feb 03 2023 03:33:11.291043375      30.183105469
Earth Umbral      Feb 03 2023 04:35:20.753934000   Feb 03 2023 05:05:25.763699625      30.083496094
Earth Penumbral   Feb 03 2023 04:35:06.603543375   Feb 03 2023 05:05:40.001980875      30.556640625
Earth Penumbral   Feb 03 2023 06:07:26.964871500   Feb 03 2023 06:37:54.562527750      30.459960938
Earth Umbral      Feb 03 2023 06:07:41.291043375   Feb 03 2023 06:37:40.236355875      29.982421875
Earth Umbral      Feb 03 2023 07:40:01.828152750   Feb 03 2023 08:09:54.709012125      29.881347656
Earth Penumbral   Feb 03 2023 07:39:47.414090250   Feb 03 2023 08:10:09.123074625      30.361816406
Earth Penumbral   Feb 03 2023 09:12:07.775418375   Feb 03 2023 09:42:23.595730875      30.263671875
Earth Umbral      Feb 03 2023 09:12:22.277371500   Feb 03 2023 09:42:09.093777750      29.780273438
Earth Umbral      Feb 03 2023 10:44:42.902371500   Feb 03 2023 11:14:23.390652750      29.674804688
Earth Penumbral   Feb 03 2023 10:44:28.224637125   Feb 03 2023 11:14:37.980496500      30.162597656
Earth Penumbral   Feb 03 2023 12:16:48.849637125   Feb 03 2023 12:46:52.453152750      30.060058594
Earth Umbral      Feb 03 2023 12:17:03.527371500   Feb 03 2023 12:46:37.687527750      29.569335938
Earth Umbral      Feb 03 2023 13:49:24.416043375   Feb 03 2023 14:18:52.072293375      29.460937500
Earth Penumbral   Feb 03 2023 13:49:09.562527750   Feb 03 2023 14:19:06.925809000      29.956054688
Earth Penumbral   Feb 03 2023 15:21:30.363309000   Feb 03 2023 15:51:21.398465250      29.850585938
Earth Umbral      Feb 03 2023 15:21:45.392605875   Feb 03 2023 15:51:06.457059000      29.351074219
Earth Umbral      Feb 03 2023 16:54:06.369168375   Feb 03 2023 17:23:20.841824625      29.241210938
Earth Penumbral   Feb 03 2023 16:53:51.339871500   Feb 03 2023 17:23:35.959012125      29.743652344
Earth Penumbral   Feb 03 2023 18:26:12.228543375   Feb 03 2023 18:55:50.431668375      29.636718750
Earth Umbral      Feb 03 2023 18:26:27.433621500   Feb 03 2023 18:55:35.226590250      29.129882813
Earth Umbral      Feb 03 2023 19:58:48.585965250   Feb 03 2023 20:27:49.523465250      29.015625000
Earth Penumbral   Feb 03 2023 19:58:33.292996500   Feb 03 2023 20:28:04.904324625      29.526855469
Earth Penumbral   Feb 03 2023 21:30:54.357449625   Feb 03 2023 22:00:19.376980875      29.416992188
Earth Umbral      Feb 03 2023 21:31:09.826199625   Feb 03 2023 22:00:03.908230875      28.901367188
Earth Umbral      Feb 03 2023 23:03:31.154324625   Feb 03 2023 23:32:18.205105875      28.784179688
Earth Penumbral   Feb 03 2023 23:03:15.597684000   Feb 03 2023 23:32:33.849637125      29.304199219
Earth Penumbral   Feb 04 2023 00:35:36.925809000   Feb 04 2023 01:04:48.234402750      29.188476563
Earth Umbral      Feb 04 2023 00:35:52.658230875   Feb 04 2023 01:04:32.501980875      28.664062500
Earth Umbral      Feb 04 2023 02:08:14.250027750   Feb 04 2023 02:36:46.886746500      28.543945313
Earth Penumbral   Feb 04 2023 02:07:58.341824625   Feb 04 2023 02:37:02.794949625      29.074218750
Earth Penumbral   Feb 04 2023 03:40:20.021512125   Feb 04 2023 04:09:17.355496500      28.955566406
Earth Umbral      Feb 04 2023 03:40:36.105496500   Feb 04 2023 04:09:01.359402750      28.420898438
Earth Umbral      Feb 04 2023 05:12:58.048855875   Feb 04 2023 05:41:15.832059000      28.296386719
Earth Penumbral   Feb 04 2023 05:12:41.876980875   Feb 04 2023 05:41:32.003934000      28.835449219
Earth Penumbral   Feb 04 2023 06:45:03.732449625   Feb 04 2023 07:13:46.652371500      28.715332031
